,CodeVehicule_id,puissanceFiscal,typeImmatriculation,energie,dateInsertion,codeMarque,numImmatriculation
21426,497841,7,TU,GASOIL,2017-10-05,12,2031TU115
21433,497848,4,TU,ESSENCE,2017-10-05,178,9672TU118
21453,497868,6,TU,GASOIL,2017-10-05,29,1731TU101
21455,497870,5,TU,ESSENCE,2017-10-05,30,213TU167
21465,497880,7,TU,GASOIL,2017-10-05,12,2403TU121
21474,497889,7,TU,GASOIL,2017-10-05,29,4000TU139
21477,497892,6,TU,GASOIL,2017-10-05,107,5057TU136
21497,497912,5,TU,ESSENCE,2017-10-05,30,8512TU39
21511,498596,4,TU,ESSENCE,2017-10-05,107,9632TU96
21513,498598,5,TU,GASOIL,2017-10-05,30,3669TU129
21516,498601,4,TU,ESSENCE,2017-10-05,29,9811TU69
21523,498608,10,TU,GASOIL,2017-10-05,808,7613TU192
21568,498653,7,TU,ESSENCE,2017-10-05,29,8141TU196
21584,498669,5,TU,ESSENCE,2017-10-05,107,2220TU62
21648,499178,8,TU,GASOIL,2017-10-05,376,7101TU184
21649,499179,11,TU,GASOIL,2017-10-05,184,2914TU112
21676,499206,4,TU,ESSENCE,2017-10-05,29,7546TU48
21709,499239,5,TU,ESSENCE,2017-10-05,323,9756TU184
21733,499700,5,TU,GASOIL,2017-10-20,107,9314TU172
21741,499708,5,TU,ESSENCE,2017-10-19,30,3269TU115
21753,499720,6,TU,GASOIL,2017-10-19,12,9420TU184
21757,499724,7,TU,GASOIL,2017-10-19,12,9660TU146
21806,499773,4,TU,ESSENCE,2017-10-05,29,2205TU87
21818,499785,11,TU,GASOIL,2017-10-05,376,3629TU98
21856,500378,6,RS,GASOIL,2017-10-05,12,RS172023
21858,500380,5,TU,ESSENCE,2017-10-05,96,623TU142
21948,500470,9,TU,GASOIL,2017-10-19,177,2605TU106
21964,500932,5,TU,ESSENCE,2017-10-05,30,1520TU119
21987,500955,7,RS,GASOIL,2017-10-05,119,RS145776
22000,500968,5,TU,ESSENCE,2017-10-05,12,1497TU169
22104,501514,5,TU,ESSENCE,2017-10-05,30,7140TU159
22118,501528,6,TU,GASOIL,2017-10-05,29,3285TU93
22124,501534,6,TU,GASOIL,2017-10-05,12,3035TU176
22129,501539,5,TU,ESSENCE,2017-10-05,30,6322TU134
22154,501564,7,TU,GASOIL,2017-10-05,12,4807TU136
22160,501570,10,TU,GASOIL,2017-10-05,96,8199TU89
22162,501572,4,TU,ESSENCE,2017-10-05,30,5253TU48
22183,502149,5,TU,ESSENCE,2017-10-05,30,6805TU180
22203,502169,6,TU,GASOIL,2017-10-05,29,3844TU160
22213,502179,10,TU,GASOIL,2017-10-05,376,3702TU90
22220,502186,8,TU,GASOIL,2017-10-05,12,5341TU100
22223,502189,8,TU,GASOIL,2017-10-05,30,4971TU48
22225,502191,7,TU,GASOIL,2017-10-05,93,5163TU119
22246,502212,5,TU,ESSENCE,2017-10-05,107,2166TU118
22257,502223,6,TU,ESSENCE,2017-10-05,29,7941TU129
22321,502620,10,TU,GASOIL,2017-10-05,376,4271TU65
22369,502668,5,TU,ESSENCE,2017-10-05,119,2728TU148
22438,488089,5,TU,ESSENCE,2017-10-05,96,5984TU119
22531,488622,10,TU,GASOIL,2017-10-05,376,6240TU129
22631,489167,5,TU,ESSENCE,2017-10-05,93,4143TU168
22637,489173,5,TU,ESSENCE,2017-10-05,93,243TU157
22739,489722,5,TU,GASOIL,2017-10-05,96,7552TU98
22876,490410,7,RS,GASOIL,2017-10-05,105,RS105453
23269,492354,8,TU,GASOIL,2017-10-05,338,3711TU161
23283,503137,7,TU,GASOIL,2017-10-24,12,8322TU113
23292,503146,7,TU,ESSENCE,2017-10-05,30,9583TU46
23294,503148,5,TU,ESSENCE,2017-10-24,107,9160TU186
23303,503157,5,TU,ESSENCE,2017-10-26,12,393TU176
23308,503162,10,TU,GASOIL,2017-10-05,347,690TU169
23323,503177,10,TU,GASOIL,2017-10-05,96,5757TU136
23336,503190,8,TU,GASOIL,2017-10-24,376,151TU158
23339,503193,5,TU,ESSENCE,2017-10-24,30,9602TU61
23389,503798,8,TU,GASOIL,2017-10-25,29,2444TU115
23435,503844,7,TU,ESSENCE,2017-10-25,29,6044TU84
23439,503848,6,TU,ESSENCE,2017-10-05,30,7964TU80
23460,503869,8,TU,GASOIL,2017-10-25,29,6245TU34
23497,492918,4,TU,ESSENCE,2017-10-05,29,1398TU95
23514,492935,5,TU,ESSENCE,2017-10-05,107,5105TU180
23622,818340,5,TU,ESS-GAZ GPL,2017-10-05,30,5761TU134
23767,818924,5,TU,GASOIL,2017-10-05,107,3769TU167
23774,818931,10,TU,GASOIL,2017-10-05,347,6629TU148
23849,819559,7,TU,ESSENCE,2017-10-05,29,3862TU89
23857,819567,6,TU,ESSENCE,2017-10-05,103,1759TU138
23933,819643,4,TU,ESSENCE,2017-10-05,30,3453TU116
24045,820756,4,TU,ESSENCE,2017-10-05,29,5814TU90
24049,493826,6,TU,ESSENCE,2017-10-05,107,3210TU95
24119,493896,5,TU,ESSENCE,2017-10-05,12,8416TU179
24149,493926,10,TU,GASOIL,2017-10-05,96,1349TU137
24367,814087,4,TU,ESSENCE,2017-10-05,29,9554TU59
24382,814541,6,TU,ESSENCE,2017-10-05,107,846TU82
24462,814621,7,TU,GASOIL,2017-10-05,12,6340TU126
24483,814642,7,TU,ESSENCE,2017-10-05,30,3459TU74
24525,815237,7,TU,GASOIL,2017-10-05,119,492TU157
24543,815255,10,TU,GASOIL,2017-10-05,338,6713TU135
24581,815293,8,TU,GASOIL,2017-10-05,184,4144TU143
24597,815309,6,TU,GASOIL,2017-10-05,107,4850TU193
24633,815789,6,TU,GASOIL,2017-10-05,29,191TU156
24682,815838,8,TU,GASOIL,2017-10-05,29,477TU55
24688,815844,5,TU,GASOIL,2017-10-05,29,8168TU168
24743,816449,28,TU,GASOIL,2017-10-05,184,4209TU161
24880,816587,4,TU,ESSENCE,2017-10-05,105,9640TU92
24920,816627,4,TU,ESSENCE,2017-10-05,29,1729TU67
25091,483752,16,TRAC,GASOIL,2017-10-05,191,TRAC106608
25129,483790,10,TU,GASOIL,2017-10-05,347,1424TU118
25265,485028,8,TU,GASOIL,2017-10-05,29,8331TU179
25603,817680,6,TU,GASOIL,2017-10-05,206,4385TU170
25634,817711,4,TU,GASOIL,2017-10-05,107,602TU135
25673,817750,9,TU,ESSENCE,2017-10-05,103,9427TU144
25796,486915,4,TU,ESSENCE,2017-10-05,107,3750TU125
25887,487565,10,TU,GASOIL,2017-10-05,103,433TU140
25934,473553,14,TU,GASOIL,2017-10-05,119,7101TU37
25935,473554,14,TU,GASOIL,2017-10-05,376,672TU100
26058,474238,4,TU,ESSENCE,2017-10-05,107,229TU114
26707,477887,7,TU,GASOIL,2017-10-05,12,9574TU131
26733,477913,7,TU,GASOIL,2017-10-05,29,4783TU98
26848,478476,7,TU,GASOIL,2017-10-05,96,2224TU81
27105,479731,7,TU,GASOIL,2017-10-05,12,6432TU115
27181,480139,11,TU,GASOIL,2017-10-05,376,1002TU122
27350,480748,10,TU,GASOIL,2017-10-05,376,3574TU127
27409,481364,7,TU,GASOIL,2017-10-05,29,269TU115
27472,481427,11,TU,GASOIL,2017-10-05,184,2TU113
27737,468477,11,TU,GASOIL,2017-10-05,338,8351TU76
27738,468478,6,TU,GASOIL,2017-10-05,30,1879TU76
27773,468513,8,TU,GASOIL,2017-10-05,178,3192TU166
27790,468530,7,TU,ESSENCE,2017-10-05,105,6429TU81
27812,466668,5,TU,ESSENCE,2017-10-05,30,5482TU200
27813,466669,4,TU,ESSENCE,2017-10-05,29,3535TU200
27849,466705,5,TU,ESSENCE,2017-10-10,30,4034TU172
27859,466715,6,TU,GASOIL,2017-10-10,30,4676TU175
27955,467253,5,TU,ESSENCE,2017-10-05,96,1002TU140
27957,467255,5,TU,ESSENCE,2017-10-05,119,8314TU67
27976,467274,5,TU,GASOIL,2017-10-05,198,2625TU54
27978,467276,6,TU,GASOIL,2017-10-05,107,1728TU88
28075,467818,8,TU,GASOIL,2017-10-05,376,4969TU176
28102,467845,10,TU,GASOIL,2017-10-05,347,6747TU150
28110,467853,4,TU,ESSENCE,2017-10-05,119,4091TU75
28116,467859,6,TU,GASOIL,2017-10-05,12,5078TU151
28120,467863,4,TU,ESSENCE,2017-10-05,119,3579TU85
28126,467869,5,TU,ESSENCE,2017-10-05,30,4360TU159
28130,467873,7,TU,GASOIL,2017-10-05,29,7497TU119
28148,468335,5,TU,ESS-GAZ GPL,2017-10-19,323,5258TU166
28154,468341,5,TU,ESSENCE,2017-10-13,107,9180TU75
28169,468356,8,TU,GASOIL,2017-10-05,29,4290TU64
28366,469770,5,TU,ESSENCE,2017-10-05,12,6245TU131
28384,469788,5,TU,ESSENCE,2017-10-05,29,2797TU166
28410,469814,4,TU,ESSENCE,2017-10-05,107,9155TU105
28445,469849,5,TU,ESSENCE,2017-10-05,96,8888TU116
28520,470371,5,TU,ESSENCE,2017-10-05,12,4640TU183
28576,470867,5,TU,ESSENCE,2017-10-05,30,6859TU138
28654,470945,11,TU,GASOIL,2017-10-05,184,1048TU115
28728,471577,10,TU,GASOIL,2017-10-05,184,7403TU148
28752,471601,8,TU,GASOIL,2017-10-05,376,4125TU171
28773,471622,7,TU,GASOIL,2017-10-05,29,4919TU116
28782,471631,4,TU,ESSENCE,2017-10-05,105,6454TU97
28786,471635,6,TU,GASOIL,2017-10-05,30,6121TU91
28844,472142,8,TU,GASOIL,2017-10-05,29,5811TU42
28866,472164,5,TU,ESSENCE,2017-10-05,503,5608TU193
28869,472167,4,TU,ESSENCE,2017-10-05,29,3616TU102
28968,472708,7,TU,GASOIL,2017-10-05,30,6082TU74
29021,811075,7,TU,GASOIL,2017-10-05,29,491TU139
29220,811604,8,TU,GASOIL,2017-10-05,376,5892TU43
29260,812090,7,TU,GASOIL,2017-10-05,94,5989TU192
29285,812115,8,TU,GASOIL,2017-10-05,29,2015TU53
29303,812133,4,TU,GASOIL,2017-10-05,107,1037TU136
29394,812772,5,TU,ESSENCE,2017-10-05,30,1706TU55
29404,812782,7,TU,GASOIL,2017-10-05,29,3325TU167
29495,813316,8,TU,GASOIL,2017-12-04,376,7619TU168
29498,813319,5,TU,GASOIL,2017-10-05,29,8920TU166
29513,813334,5,TU,ESSENCE,2017-10-05,30,4164TU58
29667,462132,7,TU,GASOIL,2017-12-20,12,2381TU69
29744,462655,4,TU,ESSENCE,2017-10-05,107,7067TU91
29747,462658,5,TU,GASOIL,2017-10-05,30,2383TU154
29754,462665,7,TU,ESSENCE,2017-10-05,30,5407TU97
29878,463228,8,TU,GASOIL,2017-10-05,107,4087TU149
29894,463244,10,TU,GASOIL,2017-10-06,376,916TU153
30000,806784,5,TU,ESSENCE,2017-10-05,107,9909TU59
30043,807272,6,TU,ESSENCE,2017-10-05,29,9823TU148
30061,807290,5,TU,GASOIL,2017-10-05,12,5549TU195
30086,807315,5,TU,ESSENCE,2017-10-05,29,7588TU193
30113,807342,8,TU,GASOIL,2017-10-05,376,5090TU192
30123,807905,4,TU,ESSENCE,2017-10-05,96,9192TU183
30230,808012,8,TU,GASOIL,2017-11-03,376,1949TU201
30252,808589,8,TU,GASOIL,2017-10-12,376,6766TU200
30295,808632,5,TU,ESSENCE,2017-11-09,29,3113TU201
30296,808633,9,TU,ESSENCE,2017-10-05,178,7648TU184
30315,808652,6,TU,GASOIL,2017-10-05,323,5031TU185
30340,808677,4,TU,ESSENCE,2017-10-05,107,9738TU177
30351,809135,6,TU,ESSENCE,2017-10-05,177,7591TU192
30512,809734,8,TU,GASOIL,2017-10-05,376,7427TU192
30522,809744,5,TU,ESSENCE,2017-10-05,808,2012TU184
30599,810395,7,TU,ESSENCE,2017-10-05,808,1759TU170
30600,810396,5,TU,ESSENCE,2017-10-05,107,91TU75
30623,810419,5,TU,ESSENCE,2017-10-05,152,4550TU160
30726,810966,7,TU,ESSENCE,2017-10-05,30,8803TU71
30802,463795,4,TU,ESSENCE,2017-10-05,30,6645TU102
30863,463856,6,TU,GASOIL,2017-10-05,30,1828TU61
30865,463858,5,RS,GASOIL,2017-10-05,107,RS134524
30916,464464,6,TU,GASOIL,2017-10-05,29,5841TU120
30919,464467,4,TU,ESSENCE,2017-10-05,107,1956TU106
30937,464485,11,TU,GASOIL,2017-10-05,338,7179TU150
30957,464505,4,TU,ESSENCE,2017-10-05,30,6737TU109
31018,464899,4,TU,ESSENCE,2017-10-05,29,1228TU75
31019,464900,5,TU,ESSENCE,2017-10-05,29,7690TU78
31023,464904,5,TU,ESSENCE,2017-10-05,119,3037TU75
31046,464927,5,TU,GASOIL,2017-10-05,107,8443TU48
31053,464934,16,TU,GASOIL,2017-10-05,103,9532TU129
31098,464979,5,TU,ESSENCE,2017-10-05,105,1667TU102
31100,464981,4,TU,GASOIL,2017-10-05,107,6445TU58
31101,464982,5,TU,ESSENCE,2017-10-05,96,8440TU41
31120,465442,10,TU,GASOIL,2017-10-05,376,268TU80
31151,465473,6,TU,GASOIL,2017-10-05,30,5280TU88
31182,465504,5,TU,ESSENCE,2017-10-05,107,1248TU164
31186,465508,10,TU,GASOIL,2017-10-05,347,6948TU129
31190,465512,4,TU,ESSENCE,2017-10-05,119,9533TU168
31202,465524,5,TU,ESSENCE,2017-10-05,107,6080TU111
31230,466108,7,TU,GASOIL,2017-10-05,30,6833TU73
31233,466111,5,TU,GASOIL,2017-10-05,107,7636TU168
31246,466124,8,TU,GASOIL,2017-10-05,376,9342TU168
31260,466138,8,TU,GASOIL,2017-10-05,376,9621TU168
31272,466150,7,TU,GASOIL,2017-10-05,107,9829TU168
31274,466152,5,TU,GASOIL,2017-10-05,198,9476TU168
31325,466203,4,TU,ESSENCE,2017-10-05,107,2732TU94
31377,805357,5,TU,GASOIL,2017-10-05,12,6117TU174
31399,805379,4,TU,ESSENCE,2017-10-05,107,7158TU82
31435,805415,5,TU,ESSENCE,2017-10-05,107,4828TU85
31469,806003,10,TU,GASOIL,2017-10-05,177,2826TU143
31557,453722,8,TU,GASOIL,2017-10-05,184,894TU113
31597,453762,6,TU,GASOIL,2017-10-05,29,5474TU87
31763,454481,7,TU,ESSENCE,2017-10-05,105,4645TU84
31834,454997,4,TU,ESSENCE,2017-10-05,107,4697TU131
31847,455010,17,TU,GASOIL,2017-10-05,376,1107TU172
32107,456268,6,TU,GASOIL,2017-10-05,30,210TU65
32148,456865,5,TU,ESSENCE,2017-10-05,119,4388TU156
32151,456868,7,TU,GASOIL,2017-10-05,30,8499TU92
32211,456928,6,TU,ESSENCE,2017-10-05,503,2559TU196
32259,457423,4,TU,ESSENCE,2017-10-05,29,2166TU68
32288,457452,5,TU,ESSENCE,2017-10-05,30,1537TU122
32297,457461,5,TU,ESSENCE,2017-10-05,119,3711TU137
32353,457955,9,TU,GASOIL,2017-10-05,184,3712TU105
32377,457979,8,TU,GASOIL,2017-10-05,29,4813TU66
32490,458647,8,TU,GASOIL,2017-10-05,376,577TU196
32541,458698,6,TU,GASOIL,2017-10-05,29,5697TU92
32572,459064,5,TU,ESSENCE,2017-10-05,105,9809TU60
32607,459099,7,TU,GASOIL,2017-10-05,29,1339TU147
32621,459113,10,TU,GASOIL,2017-10-05,347,1778TU135
32626,459118,17,TU,GASOIL,2017-10-05,173,9021TU65
32629,459121,8,TU,GASOIL,2017-10-05,119,5647TU161
32652,459144,6,TU,GASOIL,2017-10-05,107,7574TU140
32697,459630,5,TU,GASOIL,2017-10-05,29,5564TU157
32742,459675,5,TU,ESSENCE,2017-10-05,30,9333TU140
32770,459703,7,TU,GASOIL,2017-10-05,12,4200TU154
32802,460288,5,TU,ESSENCE,2017-10-05,323,4356TU192
32806,460292,4,TU,ESSENCE,2017-10-05,107,2891TU123
32820,460306,5,TU,ESSENCE,2017-10-05,30,2504TU49
32827,460313,7,TU,ESSENCE,2017-10-05,198,4181TU154
32860,460346,5,TU,ESSENCE,2017-10-05,206,1112TU155
32872,460358,10,TU,GASOIL,2017-10-05,376,9131TU82
32923,460854,8,TU,GASOIL,2017-10-05,376,4145TU200
32931,460862,8,TU,GASOIL,2017-10-05,29,445TU31
32938,460869,6,TU,GASOIL,2017-10-06,12,8449TU163
32978,460909,5,TU,ESSENCE,2017-10-05,107,6332TU44
32993,461366,5,TU,ESSENCE,2017-10-05,30,5376TU184
33013,461386,4,TU,ESSENCE,2017-10-05,119,6219TU82
33063,461436,4,TU,ESSENCE,2017-10-05,30,7690TU47
33079,461452,8,TU,GASOIL,2017-10-05,119,6314TU125
33104,448208,6,TU,GASOIL,2017-10-05,107,5060TU167
33174,448278,7,TU,ESSENCE,2017-10-05,29,3794TU72
33200,448304,5,TU,ESSENCE,2017-10-05,206,9520TU177
33287,448832,5,TU,ESSENCE,2017-10-05,29,1842TU184
33459,449781,5,TU,ESSENCE,2017-10-05,12,193TU114
33559,450435,10,TU,GASOIL,2017-10-05,376,4789TU145
33602,450478,12,TU,GASOIL,2017-10-05,633,9460TU92
33609,450485,11,TU,GASOIL,2017-10-05,338,8376TU91
33643,450519,5,TU,ESSENCE,2017-10-05,107,6140TU76
33663,451097,5,TU,ESSENCE,2017-10-05,12,6985TU68
33686,451120,4,TU,ESSENCE,2017-10-05,12,5606TU79
33689,451123,4,TU,ESSENCE,2017-10-05,105,3058TU75
33854,451956,5,TU,ESSENCE,2017-10-05,152,6467TU162
33875,451977,7,TU,GASOIL,2017-10-05,103,2802TU85
33895,452546,4,TU,ESSENCE,2017-10-05,12,6527TU61
33973,452624,5,TU,ESSENCE,2017-10-05,30,7863TU108
34016,453113,5,TU,ESSENCE,2017-10-05,119,5225TU125
34056,453153,8,TU,GASOIL,2017-10-05,107,5006TU113
34093,453190,11,TU,GASOIL,2017-10-27,184,8102TU111
34144,801378,7,TU,GASOIL,2017-10-05,105,9079TU87
34145,801379,4,TU,ESSENCE,2017-10-05,29,9897TU97
34205,801439,6,TU,GASOIL,2017-10-05,29,4568TU119
34315,801992,7,TU,ESSENCE,2017-11-28,29,1686TU101
34319,802555,10,TU,GASOIL,2017-10-05,376,306TU79
34442,803010,5,TU,ESSENCE,2017-10-05,96,9153TU60
34448,803016,4,TU,ESSENCE,2017-10-05,29,5269TU76
34464,803032,6,TU,GASOIL,2017-10-10,323,2326TU158
34493,803061,5,TU,ESSENCE,2017-10-05,107,1308TU95
34624,803634,6,TU,GASOIL,2017-10-05,338,5095TU187
34695,441862,5,TU,GASOIL,2017-10-05,29,5071TU85
34713,441880,5,TU,ESSENCE,2017-10-05,30,6012TU114
34792,442405,7,TU,ESSENCE,2017-11-03,152,7695TU160
34816,442429,4,TU,ESSENCE,2017-10-05,30,8213TU105
34830,442443,10,TU,GASOIL,2017-10-05,376,2611TU121
35014,798421,10,TU,GASOIL,2017-10-05,347,1383TU152
35024,798431,5,TU,GASOIL,2017-10-05,29,7826TU170
35120,798975,4,TU,ESSENCE,2017-10-05,107,6346TU90
35337,800303,7,TU,GASOIL,2017-10-05,29,6687TU136
35356,800322,4,TU,GASOIL,2017-10-05,107,463TU142
35377,800343,5,TU,ESSENCE,2017-10-05,30,6428TU157
35378,800344,4,TU,GASOIL,2017-10-05,107,3768TU154
35403,800369,4,TU,ESSENCE,2017-10-05,105,8345TU74
35418,800384,8,TU,GASOIL,2017-10-05,103,2431TU69
35435,800845,7,TU,GASOIL,2017-10-05,29,2986TU134
35441,800851,5,TU,GASOIL,2017-10-05,30,148TU116
35447,800857,6,TU,GASOIL,2017-10-05,12,196TU121
35459,800869,6,TU,GASOIL,2017-10-05,323,1052TU158
35499,800909,7,TU,GASOIL,2017-12-15,12,3066TU114
35633,443860,8,TU,GASOIL,2017-10-05,29,4292TU129
35636,443863,7,TU,GASOIL,2017-10-05,107,6764TU102
35689,804255,9,TU,GASOIL,2017-10-05,93,3053TU150
35695,804261,10,TU,GASOIL,2017-10-05,376,1881TU82
35755,804321,5,TU,ESSENCE,2017-10-05,107,4486TU82
35775,804784,4,TU,GASOIL,2017-10-05,323,7488TU152
35811,804820,4,TU,ESSENCE,2017-10-05,30,1079TU135
35816,804825,5,TU,ESSENCE,2017-10-05,30,3564TU155
35877,444438,8,TU,ESSENCE,2017-10-05,30,7102TU97
35890,444451,4,TU,ESSENCE,2017-10-05,30,1077TU49
35892,444453,8,TU,GASOIL,2017-10-05,29,7191TU28
35893,444454,6,TU,ESSENCE,2017-10-05,808,9339TU145
35930,444491,8,TU,GASOIL,2017-10-05,376,407TU51
36006,444901,7,TU,GASOIL,2017-10-05,29,9458TU105
36105,445444,7,TU,GASOIL,2017-10-05,103,2938TU174
36120,445459,29,TU,GASOIL,2017-10-05,30,2101TU129
36146,445485,4,TU,ESSENCE,2017-10-05,808,5463TU168
36168,445507,10,TU,GASOIL,2017-10-05,376,5420TU96
36194,445533,10,TU,GASOIL,2017-10-05,376,1353TU132
36252,446151,5,TU,ESSENCE,2017-10-05,12,8814TU134
36306,446205,5,TU,GASOIL,2017-10-05,198,3728TU80
36374,447048,5,TU,GASOIL,2017-10-05,105,2244TU152
36433,797678,6,TU,ESSENCE,2017-10-05,30,14TU67
36478,797723,8,TU,GASOIL,2017-12-27,376,4430TU162
36483,797728,10,TU,GASOIL,2017-10-05,177,3519TU135
36520,797765,8,TU,GASOIL,2017-10-05,156,7172TU71
36616,433575,10,TU,GASOIL,2017-10-05,178,9952TU158
36618,433577,7,TU,GASOIL,2017-12-07,96,3473TU170
36682,434084,7,TU,GASOIL,2017-10-05,107,9388TU181
36734,434136,4,TU,ESSENCE,2017-10-05,107,6845TU181
36794,434752,6,TU,GASOIL,2017-12-28,338,8195TU169
36795,434753,4,TU,ESSENCE,2017-10-05,107,7481TU90
36797,434755,5,TU,ESSENCE,2017-10-05,30,2596TU110
36823,434781,8,TU,GASOIL,2017-10-05,363,9010TU70
36824,434782,8,TU,ESSENCE,2017-10-05,808,3021TU176
36828,434786,4,TU,ESSENCE,2017-10-05,30,4839TU150
36841,434799,5,TU,ESSENCE,2017-10-05,12,8619TU171
36866,435272,6,TU,ESSENCE,2017-10-05,12,8332TU169
36922,435328,4,TU,ESSENCE,2017-10-12,12,8468TU77
36951,435357,5,TU,ESSENCE,2017-10-05,107,2845TU147
37033,435987,10,TU,GASOIL,2017-10-05,338,3283TU145
37036,435990,6,TU,GASOIL,2017-10-05,12,731TU175
37094,436601,4,TU,ESSENCE,2017-10-05,29,2315TU154
37102,436609,4,TU,ESSENCE,2017-10-05,96,9961TU178
37131,436638,4,TU,ESSENCE,2017-10-05,30,4307TU97
37169,436676,7,TU,ESSENCE,2017-10-05,30,2781TU104
37208,436716,5,TU,ESSENCE,2017-10-05,119,6202TU134
37380,437338,7,TU,GASOIL,2017-10-05,29,7602TU127
37395,437353,6,TU,ESSENCE,2017-10-05,12,7953TU145
37396,437354,7,TU,ESSENCE,2017-10-05,198,2017TU146
37424,437824,7,TU,GASOIL,2017-10-05,12,9276TU123
37569,438414,5,TU,ESSENCE,2017-10-05,107,1562TU109
37616,438461,10,TU,GASOIL,2017-10-05,338,3779TU135
37619,438464,10,TU,GASOIL,2017-10-05,347,9976TU130
37658,438837,6,TU,ESSENCE,2017-10-05,119,3285TU96
37771,439393,10,TU,GASOIL,2017-10-05,376,2164TU88
37865,439930,7,TU,GASOIL,2017-10-05,29,188TU126
37881,439946,4,RS,GASOIL,2017-10-05,105,RS131704
37904,439969,5,TU,ESSENCE,2017-10-05,30,1098TU75
38042,440552,5,TU,ESSENCE,2017-10-05,107,8136TU74
38107,441174,5,TU,ESSENCE,2017-10-05,30,1940TU173
38113,441180,6,TU,ESSENCE,2017-10-05,12,250TU76
38335,431190,5,TU,ESSENCE,2017-10-05,30,9858TU61
38368,431223,4,TU,ESSENCE,2017-10-05,119,9471TU136
38452,431747,7,TU,GASOIL,2017-10-05,12,8228TU106
38472,431767,5,TU,ESSENCE,2017-10-05,119,3969TU143
38593,432435,4,TU,ESSENCE,2017-10-05,29,5614TU118
38617,432459,4,TU,ESSENCE,2017-10-05,105,7116TU76
38660,432945,12,TU,GASOIL,2017-10-05,376,1979TU139
38716,433001,10,TU,GASOIL,2017-10-05,177,9801TU145
38722,433007,10,TU,GASOIL,2017-10-05,177,5207TU90
38767,791240,5,TU,ESSENCE,2017-10-05,107,7709TU172
38798,791271,4,TU,ESSENCE,2017-10-05,119,38TU74
38841,791314,10,TU,GASOIL,2017-10-05,347,88TU143
38933,791957,9,TU,GASOIL,2017-10-05,376,2305TU77
38981,792452,4,TU,ESSENCE,2017-10-05,29,5444TU130
39636,795892,6,TU,ESSENCE,2017-10-05,30,6534TU97
39644,795900,10,TU,GASOIL,2017-10-05,376,8617TU90
39653,795909,4,TU,ESSENCE,2017-10-20,29,1287TU84
39674,795930,5,TU,ESSENCE,2017-10-05,30,3055TU146
39741,796444,4,TU,ESSENCE,2017-10-05,29,5987TU84
39803,796506,10,TU,GASOIL,2017-10-05,347,9671TU128
39810,796513,10,TU,GASOIL,2017-10-05,347,2576TU141
39832,796535,7,TU,GASOIL,2017-10-26,12,6851TU135
39841,796544,8,TU,GASOIL,2017-10-05,376,5546TU45
39856,797003,10,TU,GASOIL,2017-10-05,376,2738TU89
39873,797020,8,TU,GASOIL,2017-11-07,376,2548TU201
39885,797032,8,TU,GASOIL,2017-11-02,184,2967TU140
39932,797079,4,TU,ESSENCE,2017-10-05,107,9717TU87
39934,797081,8,TU,GASOIL,2017-10-05,30,8531TU74
39937,797084,8,TU,GASOIL,2017-10-05,29,5093TU73
39964,422985,8,TU,GASOIL,2017-10-05,119,1609TU102
39967,422988,8,TU,GASOIL,2017-10-05,107,9059TU141
39974,422995,5,TU,ESSENCE,2017-10-05,206,2678TU168
39994,423015,5,TU,ESSENCE,2017-10-05,29,5582TU171
40040,423061,15,TU,GASOIL,2017-10-05,121,2318TU51
40067,423088,4,TU,ESSENCE,2017-10-05,30,5175TU87
40096,420566,4,TU,ESSENCE,2017-10-05,105,8658TU94
40195,421111,5,TU,ESSENCE,2017-10-05,808,3781TU191
40301,421657,10,TU,GASOIL,2017-10-05,30,2252TU102
40303,421659,4,TU,ESSENCE,2017-10-05,119,8514TU92
40307,421663,10,TU,GASOIL,2017-10-05,184,4967TU144
40312,421668,5,TU,ESSENCE,2017-10-05,30,586TU140
40375,421731,6,TU,ESSENCE,2017-11-06,30,8346TU51
40379,421735,8,TU,GASOIL,2017-10-05,376,9399TU191
40494,422405,8,TU,GASOIL,2017-10-05,363,4093TU68
40537,422894,7,TU,GASOIL,2017-10-05,29,3138TU104
40707,423728,5,TU,GASOIL,2017-10-05,29,8062TU175
40827,424402,4,TU,ESSENCE,2017-10-05,29,5479TU61
40875,424895,4,TU,ESSENCE,2017-10-05,29,7854TU59
40956,425528,5,TU,ESSENCE,2017-10-05,30,2327TU128
40971,425543,8,TU,GASOIL,2017-10-05,29,9317TU44
40983,425555,0,REM,0,2017-10-05,547,REM76567
40989,425561,4,TU,ESSENCE,2017-10-05,29,4339TU46
41105,426230,7,TU,GASOIL,2017-10-05,103,8713TU81
41160,426285,5,TU,ESSENCE,2017-10-05,119,7028TU95
41261,426937,5,TU,ESSENCE,2017-10-05,178,5386TU176
41272,426948,6,TU,GASOIL,2017-10-05,338,4009TU176
41282,426958,4,TU,ESSENCE,2017-10-05,12,838TU75
41292,427626,5,TU,ESSENCE,2017-10-05,96,4179TU141
41333,427667,5,TU,ESSENCE,2017-10-05,30,3120TU174
41742,429964,5,TU,ESSENCE,2017-10-05,29,5232TU174
41754,429976,5,TU,ESSENCE,2017-10-05,808,901TU168
41814,430036,6,TU,ESSENCE,2017-10-05,503,1391TU176
41824,430046,10,TU,GASOIL,2017-10-05,503,4609TU176
41826,430048,5,TU,ESSENCE,2017-10-05,338,4486TU176
41834,430056,8,TU,GASOIL,2017-10-05,646,6616TU176
